pool_version,dataset_name,dataset_sha256,query_id,query,language,original_answerable,query_type,defect_ids,process_ids,eval_focus,candidate_id,chunk_id,rrf_rank,dense_rank,sparse_rank,dense_score,sparse_score,dense_rrf_contribution,sparse_rrf_contribution,rrf_score,source_id,source_title,pdf_page_start,pdf_page_end,section_path,text,knowledge_base_version,index_version,collection_name,retriever_version,fusion_version,embedding_model,embedding_model_revision,query_token_count,rrf_k,final_answerable,relevance,label_origin,model_id,prompt_sha256,annotation_status,annotation_error
pcba-retrieval-eval-top20/1.0.0,pcba_retrieval_eval_v1,d50f471615ac50e13d55301a8d0cd55ce56f3e9d6772a52d22bf5563a693007a,Q001,焊膏印刷量不足可能导致哪些典型焊接缺陷？,zh,true,direct_fact,"[""insufficient_solder""]","[""printing""]","[""dense"",""sparse"",""rrf""]",Q001-A501b76409e13,gjb_3243a_2021:c_81b64272175c26a75e560271,1,1,1,0.71316916,0.22085953,0.016393442623,0.016393442623,0.0327868852459,gjb_3243a_2021,GJB 3243A-2021 电子元器件表面安装要求,16,16,"[""6 详细要求"",""6.2 组装工艺"",""6.2.2 焊膏涂覆"",""6.2.2.1 印刷""]","6.2.2.1 印刷

焊膏印刷设备及工艺参数应满足以下要求：

a) 采用自动或半自动印刷机通过印刷模板将焊膏漏印至连接盘区域。

b) 印刷设备应满足以下要求：

1) 具备良好的定位精度与重复精度，能保证印刷模板与连接盘精确对位；

2） 具备夹板系统及支撑系统，印刷时PCB应能固定，并与印刷模板紧密接触，PCB底部需
有足够的支撑，防止印刷时变形；

3) 刮刀压力与移动速度可根据要求进行调节；

4) 能控制印刷模板与PCB之间的分离过程及分离距离，并能对印刷后的模板进行擦拭，以
防堵塞模板网孔。

c) 印刷宜采用金属模板，开口应满足以下要求：

1) 孔的宽度(W)与模板厚度(T)之比大于1.5;

2) 孔开口面积(W×L)与孔壁面积(2(W+L)×T)之比大于0.66;

3) 厚度选择可参考表5，当同一印刷面上元器件引线节距差异较大时，可采用阶梯模板进行
补偿；

4) 阶梯模板宜采用正面阶梯，阶梯高度通常为0.02mm~0.08mm，阶梯边缘与其他开口距离
宜不小于3.75mm;

5) 当产品含引线节距0.4mm、球栅阵列节距0.5mm或封装尺寸 01005(英制)及以下元器件
时，宜使用纳米处理金属模板。

表 5 金属模板的厚度 | 单位为毫米
元器件引线节距(P1) | 球栅阵列节距(P2) | 模板厚度
0.65<P1≤1.27 | 0.18~0.25
1.27≤P2≤1.5
0.510.65 | 0.15~0.18
0.4<P1≤0.5 | 0.8<P2≤1.0 | 0.12~0.15
0.3<P1≤0.4 | 0.5<P2≤0.8 | 0.10~0.12
P1=0.3 | P2=0.5 | 0.08~0.10

d) 宜选用经特殊处理的金属刮刀，刮刀与印刷模板之间的印刷角度宜为60°。

e) 针对模板开孔尺寸，选择合适的焊膏颗粒直径，开孔宽度应至少能横向通过4个～5个焊膏
颗粒。

f) 可通过钢网厚度及开口、刮刀压力、刮刀速度等参数控制焊膏量。刮刀压力宜为0.3N/mm～

0.4N/mm，刮刀速度宜为20mm/s~50mm/s，模板上焊膏的滚动直径宜为15mm~25mm。

焊膏印刷后应在4h内进行再流焊接。",0.1.0,0.1.0,pcba_industrial_knowledge_v0_1,pcba-rag-retriever/0.1.0,pcba-rag-fusion/0.1.0,BAAI/bge-m3,5617a9f61b028005a4858fdac845db406aefb181,16,60,false,1,llm,qwen3.8-max,67e58bb23cf799d86e3fea1606909186b881c6307b29e8cac74c4b443ef6af4f,completed,
pcba-retrieval-eval-top20/1.0.0,pcba_retrieval_eval_v1,d50f471615ac50e13d55301a8d0cd55ce56f3e9d6772a52d22bf5563a693007a,Q001,焊膏印刷量不足可能导致哪些典型焊接缺陷？,zh,true,direct_fact,"[""insufficient_solder""]","[""printing""]","[""dense"",""sparse"",""rrf""]",Q001-Ade72c54a0be4,gjb_3243a_2021:c_c4ef590b035a0750024f69cd,2,2,2,0.64373136,0.18136846,0.0161290322581,0.0161290322581,0.0322580645161,gjb_3243a_2021,GJB 3243A-2021 电子元器件表面安装要求,17,17,"[""6 详细要求"",""6.2 组装工艺"",""6.2.2 焊膏涂覆"",""6.2.2.4焊膏涂覆后的检测要求""]","6.2.2.4焊膏涂覆后的检测要求

焊膏涂覆的质量应满足以下要求：a)焊膏涂覆后应边缘齐整，无桥连、拉尖、严重塌落等缺陷；

b) 焊膏覆盖每个连接盘的面积应在75%以上，偏移应不超过连接盘尺寸的25%，高度不超过模
板厚度的150%;

c) 常见阵列器件焊膏量要求可参考表6。

表6 阵列器件焊膏量要求

焊膏量

引出端类型 | 阵列节距 | mm3
mm | 最小值 | 标称值 | 最大值
1.27 | 0.025 | 0.037 | N/A
可塌落焊球 | 1.0 | 0.013 | 0.029 | N/A
1.27 | 0.079 | 0.090 | 0.164
非塌落焊球 | 1.0 | 0.041 | 0.057 | 0.075
1.27 | 0.049 | 0.082 | 0.125
焊柱 | 1.0 | 0.0330 | 0.066 | 0.082",0.1.0,0.1.0,pcba_industrial_knowledge_v0_1,pcba-rag-retriever/0.1.0,pcba-rag-fusion/0.1.0,BAAI/bge-m3,5617a9f61b028005a4858fdac845db406aefb181,16,60,false,1,llm,qwen3.8-max,67e58bb23cf799d86e3fea1606909186b881c6307b29e8cac74c4b443ef6af4f,completed,
pcba-retrieval-eval-top20/1.0.0,pcba_retrieval_eval_v1,d50f471615ac50e13d55301a8d0cd55ce56f3e9d6772a52d22bf5563a693007a,Q001,焊膏印刷量不足可能导致哪些典型焊接缺陷？,zh,true,direct_fact,"[""insufficient_solder""]","[""printing""]","[""dense"",""sparse"",""rrf""]",Q001-A5285d6b0f6c9,gjb_3243a_2021:c_5723d6edbd1cb0e47324bc7a,3,3,6,0.61630297,0.12822956,0.015873015873,0.0151515151515,0.0310245310245,gjb_3243a_2021,GJB 3243A-2021 电子元器件表面安装要求,16,17,"[""6 详细要求"",""6.2 组装工艺"",""6.2.2 焊膏涂覆"",""6.2.2.3 喷印""]","6.2.2.3 喷印

焊膏喷印设备应满足以下要求：

GJB 3243A-2021

a) 喷印设备应能根据印制板连接盘尺寸及位置编制程序，实现焊膏自动喷印；

b) 设备应具备良好的定位精度与重复精度，确保焊膏精确地喷印到连接盘区域；

c) 设备配置喷射阀，可通过喷印速度、喷头直径等参数控制焊膏量。",0.1.0,0.1.0,pcba_industrial_knowledge_v0_1,pcba-rag-retriever/0.1.0,pcba-rag-fusion/0.1.0,BAAI/bge-m3,5617a9f61b028005a4858fdac845db406aefb181,16,60,false,0,llm,qwen3.8-max,67e58bb23cf799d86e3fea1606909186b881c6307b29e8cac74c4b443ef6af4f,completed,
pcba-retrieval-eval-top20/1.0.0,pcba_retrieval_eval_v1,d50f471615ac50e13d55301a8d0cd55ce56f3e9d6772a52d22bf5563a693007a,Q001,焊膏印刷量不足可能导致哪些典型焊接缺陷？,zh,true,direct_fact,"[""insufficient_solder""]","[""printing""]","[""dense"",""sparse"",""rrf""]",Q001-A6343f4efd590,gjb_3243a_2021:c_83088edaf80a5e010942e36a,4,4,5,0.60516137,0.13277012,0.015625,0.0153846153846,0.0310096153846,gjb_3243a_2021,GJB 3243A-2021 电子元器件表面安装要求,16,16,"[""6 详细要求"",""6.2 组装工艺"",""6.2.2 焊膏涂覆"",""6.2.2.2 点涂""]","6.2.2.2 点涂

焊膏点涂设备应满足以下要求：a)点涂设备应能根据印制板连接盘尺寸及位置编制程序，实现焊膏自动或半自动点涂；

b) 设备应具备良好的定位精度与重复精度，能保证焊膏准确点涂至连接盘区域；
c)设备配置螺杆阀或气动阀，可通过螺杆旋进速度或气压、运行速度、针头内径等参数控制焊 膏量。",0.1.0,0.1.0,pcba_industrial_knowledge_v0_1,pcba-rag-retriever/0.1.0,pcba-rag-fusion/0.1.0,BAAI/bge-m3,5617a9f61b028005a4858fdac845db406aefb181,16,60,false,0,llm,qwen3.8-max,67e58bb23cf799d86e3fea1606909186b881c6307b29e8cac74c4b443ef6af4f,completed,
pcba-retrieval-eval-top20/1.0.0,pcba_retrieval_eval_v1,d50f471615ac50e13d55301a8d0cd55ce56f3e9d6772a52d22bf5563a693007a,Q001,焊膏印刷量不足可能导致哪些典型焊接缺陷？,zh,true,direct_fact,"[""insufficient_solder""]","[""printing""]","[""dense"",""sparse"",""rrf""]",Q001-A3dd388991a84,gjb_3243a_2021:c_d0f768ddb36353163cb83d61,5,12,3,0.5501642,0.13490683,0.0138888888889,0.015873015873,0.0297619047619,gjb_3243a_2021,GJB 3243A-2021 电子元器件表面安装要求,23,23,"[""6 详细要求"",""6.4 检验"",""6.4.2 基本检验要求""]","6.4.2 基本检验要求

PCBA的基本检验要求如下：

a) 焊料填充基本平滑，对连接的零部件呈现良好润湿，焊接连接接触角(焊料与元器件之间和焊
料与连接盘之间)不宜超过75°(例外的情况是当焊料轮廓延伸到可焊端边缘或阻焊膜时，接触 角可以超过75°)，接触角示意见图11；
θ

a) θ≤75° | b) θ>75°

图 11 接触角示意图

b) 焊点表面不允许有针孔、吹孔、冷焊、退润湿等焊接异常；

c) 再流焊后无焊膏再流不完全或焊接不润湿的缺陷；
d)非公共导体或元器件引线之间不允许出现桥接；

e) PCBA表面及元器件底部的锡珠不允许违反最小电气间隙且在正常工作环境下不会发生移动，
锡珠直径不大于0.1mm，单个元器件底部大于0.03mm的锡珠个数不超过10个；

f) PCBA表面清洁，无可见助焊剂残留物或白色残留物；

g) 阻焊膜层无开裂或翘起，气泡、划痕和空洞不能暴露导体且不能位于相邻的非公共电路；

h) 元器件引线损伤不超过引线直径或厚度的10%;

i) PCB印制导体/连接盘长度或宽度的损伤不超过20%。",0.1.0,0.1.0,pcba_industrial_knowledge_v0_1,pcba-rag-retriever/0.1.0,pcba-rag-fusion/0.1.0,BAAI/bge-m3,5617a9f61b028005a4858fdac845db406aefb181,16,60,false,1,llm,qwen3.8-max,67e58bb23cf799d86e3fea1606909186b881c6307b29e8cac74c4b443ef6af4f,completed,
pcba-retrieval-eval-top20/1.0.0,pcba_retrieval_eval_v1,d50f471615ac50e13d55301a8d0cd55ce56f3e9d6772a52d22bf5563a693007a,Q001,焊膏印刷量不足可能导致哪些典型焊接缺陷？,zh,true,direct_fact,"[""insufficient_solder""]","[""printing""]","[""dense"",""sparse"",""rrf""]",Q001-A1dff2d53df1b,gjb_3243a_2021:c_228556e8ef3ead93e5870528,6,13,7,0.5496532,0.12482399,0.013698630137,0.0149253731343,0.0286240032713,gjb_3243a_2021,GJB 3243A-2021 电子元器件表面安装要求,16,16,"[""6 详细要求"",""6.2 组装工艺"",""6.2.2 焊膏涂覆""]",6.2.2 焊膏涂覆,0.1.0,0.1.0,pcba_industrial_knowledge_v0_1,pcba-rag-retriever/0.1.0,pcba-rag-fusion/0.1.0,BAAI/bge-m3,5617a9f61b028005a4858fdac845db406aefb181,16,60,false,0,llm,qwen3.8-max,67e58bb23cf799d86e3fea1606909186b881c6307b29e8cac74c4b443ef6af4f,completed,
pcba-retrieval-eval-top20/1.0.0,pcba_retrieval_eval_v1,d50f471615ac50e13d55301a8d0cd55ce56f3e9d6772a52d22bf5563a693007a,Q001,焊膏印刷量不足可能导致哪些典型焊接缺陷？,zh,true,direct_fact,"[""insufficient_solder""]","[""printing""]","[""dense"",""sparse"",""rrf""]",Q001-A3f405998daea,gjb_3243a_2021:c_994536127899ebe9d93ba428,7,8,12,0.5618504,0.10389871,0.0147058823529,0.0138888888889,0.0285947712418,gjb_3243a_2021,GJB 3243A-2021 电子元器件表面安装要求,18,20,"[""6 详细要求"",""6.2 组装工艺"",""6.2.4 贴装"",""6.2.4.4 贴装检查""]","6.2.4.4 贴装检查

元器件贴装质量应满足以下要求：

a) 节距大于0.635mm 的元器件，引线压入焊膏的深度宜大于引线厚度的 50%，节距不大于

0.635mm的元器件，压入深度可放宽至引线厚度的25%;

b) 节距大于0.635mm的元器件，贴装后焊膏挤出量宜小于0.2mm，节距不大于0.635mm的元器
件，焊膏挤出量宜小于0.1mm，挤出的焊膏不能与相邻的连接盘或焊膏相连；c)元器件贴装后应无损伤、变形、侧立、翻白、飞料等不良，型号规格、角度等应与工艺文件 相符；

d) 元器件贴装后位置精度要求见表7。

表 7 元器件贴装精度要求
元器件类型 | 图例 | 说明
A≤15%W或A≤15%P，

取两者中的较小者。矩形片式元件 A

B | 元器件末端不允许伸出
连接盘，即B≤0。
A≤25% D。

圆柱体帽形端子 元件 元器件末端不允许伸出

B | 连接盘，即B≤0。

GJB 3243A-2021 表7(续)

元器件类型 | 图例 | 说明

焊接端子侧面偏移 A 不大于 端子宽度W的15%或0.5mm，取两者中的较小者。

鸥翼形引线 | 焊接端子趾部不允许伸出连
元器件 | 接盘，即B≤0。

B 引线搭接在连接盘的长度L 不小于1.5W。

焊接端子侧面偏移 A 不大于 端子宽度 W的 15%。W J形引线元器件 焊接端子趾部不允许伸出连

接盘，即B≤0。

焊接端子侧面偏移 A 不大于 端子宽度W的15%。

城堡形端子 元器件

焊接端子末端不允许伸出连

接盘，即 B≤0。

GJB 3243A-2021 表7(续)

元器件类型 | 图例 | 说明

焊接端子侧面偏移 A 不大 于端子宽度W的15%。底部端子元器件

(QFN、SON)

焊接端子末端不允许伸出

连接盘，即 B≤0。

A | B
底部端子元器件 | 焊接端子落在连接盘上的
(LGA) | 面积不小于75%。
最佳 | 合格 | 不合格
BGA | 连接盘在焊球投影内的面
(可塌落焊球) | 积不小于75%。
最佳 | 合格 | 不合格
BGA | 连接盘全部在焊球投影范
(非塌落焊球) | 围内。
最佳 | 合格 | 不合格

焊柱全部落在连接盘范围

CGA | 内。
最佳 | 合格 | 不合格",0.1.0,0.1.0,pcba_industrial_knowledge_v0_1,pcba-rag-retriever/0.1.0,pcba-rag-fusion/0.1.0,BAAI/bge-m3,5617a9f61b028005a4858fdac845db406aefb181,16,60,false,0,llm,qwen3.8-max,67e58bb23cf799d86e3fea1606909186b881c6307b29e8cac74c4b443ef6af4f,completed,
pcba-retrieval-eval-top20/1.0.0,pcba_retrieval_eval_v1,d50f471615ac50e13d55301a8d0cd55ce56f3e9d6772a52d22bf5563a693007a,Q001,焊膏印刷量不足可能导致哪些典型焊接缺陷？,zh,true,direct_fact,"[""insufficient_solder""]","[""printing""]","[""dense"",""sparse"",""rrf""]",Q001-A320f9c1ece63,gjb_3243a_2021:c_014d391e4dd60ae6f5695c23,8,5,18,0.5809907,0.084363446,0.0153846153846,0.0128205128205,0.0282051282051,gjb_3243a_2021,GJB 3243A-2021 电子元器件表面安装要求,29,29,"[""6 详细要求"",""6.4 检验"",""6.4.3 详细检验要求""]","BGA(可塌落 | 空洞 | 焊球在任意角度下的空洞
焊球) | 面积总和不大于焊球面积

的 25%。

A | D | A≤10% P或A≤10% D,

取两者中的较小者，且不

偏移 | 违反最小电气间隙。其中，

P为连接盘直径，D为焊 球直径。

BGA(非塌落 | 润湿 | 焊料润湿非塌落焊球和
焊球) | PCB 连接盘。
焊球 | BGA 焊球无缺失。
焊料桥接 | BGA 焊球无焊料桥接。
空洞 | 焊点空洞面积不超过焊点

总面积的25%。

偏移 | 焊柱周边应不超出连接盘

周界。

润湿 | 焊柱与 PCBA 连接盘至少

呈现270°润湿。

焊柱 | 焊柱无缺失、无明显弯曲。
CGA | 焊料桥接 | 焊柱间无焊料桥接。

焊柱整体倾斜角度不超过

焊柱倾斜 | 10°，单个焊柱与其他焊柱

之间的倾斜角度不超过 5°。

空洞 | 焊点空洞面积不超过焊点

总面积的25%。",0.1.0,0.1.0,pcba_industrial_knowledge_v0_1,pcba-rag-retriever/0.1.0,pcba-rag-fusion/0.1.0,BAAI/bge-m3,5617a9f61b028005a4858fdac845db406aefb181,16,60,false,0,llm,qwen3.8-max,67e58bb23cf799d86e3fea1606909186b881c6307b29e8cac74c4b443ef6af4f,completed,
pcba-retrieval-eval-top20/1.0.0,pcba_retrieval_eval_v1,d50f471615ac50e13d55301a8d0cd55ce56f3e9d6772a52d22bf5563a693007a,Q001,焊膏印刷量不足可能导致哪些典型焊接缺陷？,zh,true,direct_fact,"[""insufficient_solder""]","[""printing""]","[""dense"",""sparse"",""rrf""]",Q001-A206ea8eb1059,gjb_3243a_2021:c_5b73a0607ac50b4826b099d7,9,11,17,0.55139947,0.085670166,0.0140845070423,0.012987012987,0.0270715200293,gjb_3243a_2021,GJB 3243A-2021 电子元器件表面安装要求,27,29,"[""6 详细要求"",""6.4 检验"",""6.4.3 详细检验要求""]","末端连接宽度(C) | C≥85%W。

侧面连接长度(D)：焊料润

侧面连接长度(D) | 湿填充明显，从城堡的后

墙面沿着连接盘伸至或超

F | 出元器件的边缘。
焊料厚度(G) | G D | 焊料厚度(G)：润湿填充明

显。

最大填充高度(E) | E焊料不接触元器件本体。

GJB 3243A-2021 表 10(续)

元器件类型 | 检验项目 | 图例 | 说明

存在可焊表面时，要求：

城堡形端子 | F≥G+H/2。不存在连续
元器件 最小填充高度(F) | 可焊表面时，可不要求侧
(例：LCCC等) | 面爬锡。
侧面偏移(A) | A≤15%W。

趾部不允许伸出连接盘，

趾部偏移(B) | 即 B≤0。
末端连接宽度(C) | C≥85%W。
底部端子 侧面连接长度(D) | D≥150%W。
元器件 | 焊料填充厚度(G)：润湿明
(例：QFN、 焊料填充厚度(G) | 显。

SON、DFN、

LGA 等) | 封装侧面有连续可焊表面
最小趾部(末端)填 | 的，最小趾部(末端)填充
充高度(F) | 高度(F)要求与用户协商

确定。散热面空洞可由制造商与

散热面空洞 | 用户协商确定。
A≤10% P,或A≤10% D,

取两者中的较小者，且不

偏移(A) | 违反最小电气间隙。其中，

P 为连接盘直径，D 为焊 球直径。

BGA焊球接触并润湿连接

润湿 | 盘，形成一个连续不断的

椭圆形连接。BGA(可塌落 焊球)

焊球 | 焊球无缺失。
焊料桥接 | BGA 焊球无焊料桥接。

GJB 3243A-2021 表 10(续)

元器件类型 | 检验项目 | 图例 | 说明

X射线影像区内任何 BGA",0.1.0,0.1.0,pcba_industrial_knowledge_v0_1,pcba-rag-retriever/0.1.0,pcba-rag-fusion/0.1.0,BAAI/bge-m3,5617a9f61b028005a4858fdac845db406aefb181,16,60,false,0,llm,qwen3.8-max,67e58bb23cf799d86e3fea1606909186b881c6307b29e8cac74c4b443ef6af4f,completed,
pcba-retrieval-eval-top20/1.0.0,pcba_retrieval_eval_v1,d50f471615ac50e13d55301a8d0cd55ce56f3e9d6772a52d22bf5563a693007a,Q001,焊膏印刷量不足可能导致哪些典型焊接缺陷？,zh,true,direct_fact,"[""insufficient_solder""]","[""printing""]","[""dense"",""sparse"",""rrf""]",Q001-Aa8607dc54260,gjb_3243a_2021:c_74e5f36c8b929dd0e50c88b8,10,,4,,0.13294438,0,0.015625,0.015625,gjb_3243a_2021,GJB 3243A-2021 电子元器件表面安装要求,21,21,"[""6 详细要求"",""6.2 组装工艺"",""6.2.6 焊接"",""6.2.6.1 再流焊接""]","表8 再流焊温度曲线要求
温度曲线参数 | 锡铅合金曲线 | 混合/向后兼容曲线 | 无铅合金曲线
合金熔点 | 183℃ | 183℃/220℃ | 217℃~220℃
合金焊接温度范围 | 210℃~220℃ | 228℃~235℃ | 235℃~245℃
最小峰值温度 | 205℃ | 228℃ | 230℃
升温斜率 | 1℃/s~2℃/s | 1℃/s~2℃/s | 1℃/s~2℃/s
降温斜率 | 1℃/s~4℃/s | 1℃/s~4℃/s | 1℃/s~4℃/s
保温温度 | 100℃~180℃ | 100℃~180℃ | 140℃~220℃
保温时间 | 60s~120s | 60s~120s | 60s~150s
再流时间 | 60s~90s | 60s~90s | 60s~90s
峰值温度停留时间 | ≤20s | ≤20s | ≤20s

注1：最小峰值温度指峰值时PCB上最低温度。注2：升温斜率、降温斜率、保温温度、保温时间需参考焊膏制造商要求。",0.1.0,0.1.0,pcba_industrial_knowledge_v0_1,pcba-rag-retriever/0.1.0,pcba-rag-fusion/0.1.0,BAAI/bge-m3,5617a9f61b028005a4858fdac845db406aefb181,16,60,false,0,llm,qwen3.8-max,67e58bb23cf799d86e3fea1606909186b881c6307b29e8cac74c4b443ef6af4f,completed,
